Participant,Response,RT_1,RT_2,RT_3,RT_4,RT_5,RT_6,RT_7,RT_8,RT_9,RT_10,RT_11,RT_12,RT_13,RT_14,RT_15,RT_16,RT_17,RT_18,RT_19,RT_20,RT_21,RT_22,RT_23,RT_24,RT_25,RT_26,RT_27,RT_28,RT_29,RT_30,RT_31,RT_32,RT_33,RT_34,RT_35,RT_36,RT_37,RT_38,RT_39,RT_40,RT_41,RT_42,RT_43,RT_44,RT_45,RT_46,RT_47,RT_48,RT_49,RT_50,RT_51,RT_52,RT_53,RT_54,RT_55,RT_56,RT_57,RT_58,RT_59,RT_60,RT_61,RT_62,RT_63,RT_64,RT_65,RT_66,RT_67,RT_68,RT_69,RT_70,RT_71,RT_72,RT_73,RT_74,RT_75,RT_76,RT_77,RT_78,RT_79,RT_80,RT_81,RT_82,RT_83,RT_84,RT_85,RT_86,RT_87,RT_88,RT_89,RT_90,RT_91,RT_92,RT_93,RT_94,RT_95,RT_96,RT_97,RT_98,RT_99,RT_100,RT_101,RT_102,RT_103,RT_104,RT_105,RT_106,RT_107,RT_108,RT_109,RT_110,RT_111,RT_112,RT_113,RT_114,RT_115,RT_116,RT_117,RT_118,RT_119,RT_120,RT_121,RT_122,RT_123,RT_124,RT_125,RT_126,RT_127,RT_128,RT_129,RT_130,RT_131,RT_132,RT_133,RT_134,RT_135,RT_136,RT_137,RT_138,RT_139,RT_140,RT_141,RT_142,RT_143,RT_144,RT_145,RT_146,RT_147,RT_148,RT_149,RT_150,RT_151,RT_152,RT_153,RT_154,RT_155,RT_156,RT_157,RT_158,RT_159,RT_160,RT_161,RT_162,RT_163,RT_164,RT_165,RT_166,RT_167,RT_168,RT_169,RT_170,RT_171,RT_172,RT_173,RT_174,RT_175,RT_176,RT_177,RT_178,RT_179,RT_180,RT_181,RT_182,RT_183,RT_184,RT_185,RT_186,RT_187,RT_188,RT_189,RT_190,RT_191,RT_192,RT_193,RT_194,RT_195,RT_196,RT_197,RT_198,RT_199,RT_200,RT_201,RT_202,RT_203,RT_204,RT_205,RT_206,RT_207,RT_208,RT_209,RT_210,RT_211,RT_212,RT_213,RT_214,RT_215,RT_216,RT_217,RT_218,RT_219,RT_220,RT_221,RT_222,RT_223,RT_224,RT_225,RT_226,RT_227,RT_228,RT_229,RT_230,RT_231,RT_232,RT_233,RT_234,RT_235,RT_236,RT_237,RT_238,RT_239,RT_240,RT_241,RT_242,RT_243,RT_244,RT_245,RT_246,RT_247,RT_248,RT_249,RT_250,RT_251,RT_252,RT_253,RT_254,RT_255,RT_256
2,left_mouse,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049637.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907,-1049638.9342907
