participantId,trialId,targetSymbol,response,accuracy,correct,questLogIntensity,stimOffsetPix,rtSeconds,matlabSendTime,matlabReceiveTime
p001,1,rocket,butterfly,INCORRECT,0,-0.868476141895316,1.08296356384887,7.276093,2026-06-30 10:33:05.689,2026-06-30 10:33:27.571
p001,2,car,butterfly,INCORRECT,0,0.182191913403729,12.1697568281573,3.75853,2026-06-30 10:33:28.378,2026-06-30 10:33:33.484
