participantId,trialId,targetSymbol,response,accuracy,correct,questLogIntensity,stimOffsetPix,rtSeconds,matlabSendTime,matlabReceiveTime
p1,1,car,car,CORRECT,1,-0.868476141895316,1.08296356384887,3.668327,2026-06-30 13:11:38.705,2026-06-30 13:11:45.725
p1,2,rabbit,butterfly,INCORRECT,0,-1.76188500311546,0.138421956650407,4.056545,2026-06-30 13:11:46.250,2026-06-30 13:11:52.794
