participantId,trialId,targetSymbol,response,accuracy,correct,questLogIntensity,stimOffsetPix,rtSeconds,matlabSendTime,matlabReceiveTime
p02,1,flower,butterfly,INCORRECT,0,-0.868476141895316,1.08296356384887,5.665157,2026-07-21 09:31:17.078,2026-07-21 09:31:35.995
p02,2,car,car,CORRECT,1,0.182191913403729,12.1697568281573,4.302853,2026-07-21 09:31:36.541,2026-07-21 09:31:43.271
