participantId,trialId,targetSymbol,response,accuracy,correct,questLogIntensity,stimOffsetPix,rtSeconds,matlabSendTime,matlabReceiveTime
p1,1,heart,butterfly,INCORRECT,0,-0.868476141895316,1.08296356384887,16.99896,2026-06-30 10:43:09.074,2026-06-30 10:43:33.232
p1,2,butterfly,butterfly,CORRECT,1,0.182191913403729,12.1697568281573,4.077484,2026-06-30 10:43:33.909,2026-06-30 10:43:39.287
