participantId,trialId,targetSymbol,response,accuracy,correct,questLogIntensity,stimOffsetPix,rtSeconds,matlabSendTime,matlabReceiveTime
p01,1,car,duck,INCORRECT,0,-0.868476141895316,1.08296356384887,4.832737,2026-07-21 09:10:49.382,2026-07-21 09:10:58.786
p01,2,rocket,rocket,CORRECT,1,0.182191913403729,12.1697568281573,3.854237,2026-07-21 09:10:59.283,2026-07-21 09:11:04.425
