participantId,trialId,value,response,rtSeconds,unityStartTime,unityResponseTime,matlabSendTime,matlabReceiveTime
002,1,40,LEFT,2.660275,12.48967,15.14994,2026-05-18 14:03:33.489,2026-05-18 14:03:36.192
002,2,-40,RIGHT,1.430883,15.69999,17.13087,2026-05-18 14:03:36.705,2026-05-18 14:03:38.151
002,3,20,RIGHT,0.659056,17.6515,18.31055,2026-05-18 14:03:38.660,2026-05-18 14:03:39.329
002,4,-20,RIGHT,0.563669,18.83577,19.39944,2026-05-18 14:03:39.844,2026-05-18 14:03:40.422
002,5,0,RIGHT,0.651165,19.92089,20.57206,2026-05-18 14:03:40.931,2026-05-18 14:03:41.605
