participantId,trialId,targetSymbol,response,accuracy,correct,questLogIntensity,stimOffsetPix,rtSeconds,matlabSendTime,matlabReceiveTime
p01,1,heart,car,INCORRECT,0,-0.868476141895316,1.08296356384887,3.36129,2026-07-21 09:23:36.795,2026-07-21 09:23:43.865
p01,2,house,house,CORRECT,1,0.182191913403729,12.1697568281573,3.754486,2026-07-21 09:23:44.381,2026-07-21 09:23:49.967
