participantId,trialId,targetSymbol,response,accuracy,correct,questLogIntensity,stimOffsetPix,rtSeconds,matlabSendTime,matlabReceiveTime
2,1,flower,butterfly,INCORRECT,0,-0.868476141895316,1.08296356384887,3.644642,2026-06-02 15:07:23.408,2026-06-02 15:07:33.326
2,2,house,butterfly,INCORRECT,0,0.182191913403729,12.1697568281573,2.24769,2026-06-02 15:07:34.026,2026-06-02 15:07:37.771
2,3,moon,butterfly,INCORRECT,0,0.791032830640301,49.4450496852842,3.392086,2026-06-02 15:07:38.327,2026-06-02 15:07:42.661
2,4,tree,butterfly,INCORRECT,0,1.13728725366091,109.743104235224,2.992329,2026-06-02 15:07:43.181,2026-06-02 15:07:47.678
2,5,rabbit,butterfly,INCORRECT,0,1.31603114812038,165.623186170591,7.326405,2026-06-02 15:07:48.269,2026-06-02 15:07:56.764
